Nama,Gambar-src,Bahan,Cara Buat,Reaksi,Clean_Bahan
Ikan kembung bakar bumbu simpel,https://img-global.cpcdn.com/recipes/c15891be12abff38/680x482cq70/ikan-kembung-bakar-bumbu-simpel-foto-resep-utama.jpg,"1/2 kg ikan kembung,2 sdm margarin,1 buah jeruk nipis,Bumbu Marinasi:,1/4 sdt garam,1 sdt ketumbar bubuk,1/4 sdt kunyit bubuk,100 ml air,Bumbu Oles:,1 sdm kecap manis
 
 

 Iga bakar bumbu simpel,2 sdm saus tiram,1/4 sdt merica bubuk,2 sdm saus tomat,1 sdm minyak wijen,1/4 sdt garam,1/2 sdm saus Cabai,1/2 sdm bawang putih bubuk","Sebelumnya bersihkan ikan kembung beri perasan air jeruk nipis aduk rata diamkan 15 menitan dan cuci sampai bersih kembali.

Siapkan wadah masukkan bumbu Marinasi aduk rata diamkan ikan -/+ 20 menitan.

Buat bahan oles aduk sampai rata sisihkan.,Siapkan teplon masukkan margarin dan tunggu hingga leleh bakar ikan selama 5 menitan balik dan bakar lagi 5 menit tanpa bumbu olesan dulu,Olesi bumbu sampai rata kedua sisi bakar ikan sampai matang dan bumbu meresap.

(NOTE:saya bakar 3 ekor ikan dulu),Ikan kembung bakar siap disajikan dengan lalapan dan sambel terasi.","[{""Reaksi"":""😋\n 6""},{""Reaksi"":""❤️\n 8""},{""Reaksi"":""👏\n 5""}]","['ikan', 'kembung', 'margarin', 'jeruk', 'nipisbumbu', 'marinasi', 'garam', 'ketumbar', 'bubuk', 'kunyit', 'bubuk', 'airbumbu', 'oles', 'kecap', 'manis', 'iga', 'bakar', 'simpel', 'saus', 'tiram', 'merica', 'bubuk', 'saus', 'tomat', 'minyak', 'wijen', 'garam', 'saus', 'cabai', 'bawang', 'putih', 'bubuk']"
Kembung Asam Pedas,https://img-global.cpcdn.com/recipes/6a777f62d64d442e/680x482cq70/kembung-asam-pedas-foto-resep-utama.jpg,"1/2 kg ikan kembung,2 siung bawang putih,5 siung bawang merah,3 buah cabe merah besar,6 buah cabe rawit merah,10 buah cabe rawit hijau utuh,2 butir kemiri,1/2 ruas kunyit,Sejempol lengkuas,5 buah belimbing wuluh potong,secukupnya Air asam jawa,secukupnya Gula garam dan kaldu bubuk,secukupnya Air","Tumis bumbu halus hingga harum dan tanak,Tambahkan air secukupnya,Masukkan ikan,Tambahkan air asam jawa gula garam dan kaldu bubuk secukupnya,Koreksi rasa,Masukkan belimbing wuluh dan cabe rawit hijau,Masak hingga matang,Angkat dan sajikan",😋 1,"['ikan', 'kembung', 'bawang', 'putih', 'bawang', 'merah', 'cabe', 'merah', 'cabe', 'rawit', 'merah', 'cabe', 'rawit', 'hijau', 'utuh', 'butir', 'kemiri', 'kunyitsejempol', 'lengkuas', 'belimbing', 'wuluh', 'potongsecukupnya', 'air', 'asam', 'jawasecukupnya', 'gula', 'garam', 'kaldu', 'bubuksecukupnya', 'air']"
Sop Ikan Nila,https://img-global.cpcdn.com/recipes/536f030d54842161/680x482cq70/sop-ikan-nila-foto-resep-utama.jpg,"1/2 kg ikan nila,7 buah bawang merah (iris),2 buah bawang putih (iris),2 buah tomat merah (iris menjadi 4 bagian),5 buah cengek merah,2 ruang jahe (iris),2 lembar daun jeruk,1 buah sereh(geprek),1/2 potong bawang bombai (iris),Daun bawang secukupnya (iris),Seledri secukupnya (iris),2 ikat kemangi,1 buah jeruk nipis,secukupnya bumbu penyedap, gula, garam, merica,Minyak sayur secukupnya untuk menumis","Cuci ikan nila, potong menjadi 2 bagian lalu lumuri dengan jeruk nipis,Tumis bawang merah, bawang putih, bawang bombay dan daun jeruk hingga harum,Lalu tambahkan air tunggu hingga mendidih lalu masukan daun bawang, seledri, tomat, cengek, jahe, sereh dan ikan nila. tambahkan bumbu penyedap, masak hingga matang lalu koreksi rasa.","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 5""},{""Reaksi"":""👏\n 1""}]","['ikan', 'nila', 'bawang', 'merah', 'bawang', 'putih', 'tomat', 'merah', 'cengek', 'merah', 'ruang', 'jahe', 'jeruk', 'serehgeprek', 'bawang', 'bombai', 'irisdaun', 'bawang', 'irisseledri', 'kemangi', 'jeruk', 'nipissecukupnya', 'sedap', 'gula', 'garam', 'mericaminyak', 'sayur', 'tum']"
Ikan Patin Kuah Kuning,https://img-global.cpcdn.com/recipes/9a248c8619e6ed92/680x482cq70/ikan-patin-kuah-kuning-foto-resep-utama.jpg,"1/2 kg ikan patin,Bawang Merah,Bawang Putih,Ebi,Miri,Daun salam,Daun jeruk,Gula jawa,Bumbu kunyit instan","1. Cuci bersih ikan patin.

2. Haluskan bumbu (bawang merah,bawang putih,ebi,Miri),1. Panaskan minyak, masukkan bumbu halus dan bumbu kunyit instan, tumis hingga harum.

2. Tambahkan ikan patin.

3. Tambahkan daun salam dan daun jeruk.

4. Masak hingga matang.

5. Koreksi rasa.

6. Siap disajikan.","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 3""},{""Reaksi"":""👏\n 2""}]","['ikan', 'patinbawang', 'merahbawang', 'putihebimiridaun', 'salamdaun', 'jerukgula', 'jawabumbu', 'kunyit']"
Sop Kacang Merah Tetelan,https://img-global.cpcdn.com/recipes/a6f4e511c47fffbc/680x482cq70/sop-kacang-merah-tetelan-foto-resep-utama.jpg,"1/4 kg kacang merah segar,1/4 kg tetelan sapip(beli sdh direbus),2 bh tomat sayur,1 bh wortel,1 bh kentang besar,Daun bawang dan seledri,@Bumbu Halus,4 siung bamer,3 siung baput,1/4 bh pala,@Bumbu Tambahan,1 sdt ladaku,1 sdt garam,1 sdt gula,Secukupnya kaldu jamur,Bawang goreng utk taburan","Rebus lagi tetelan dan kacang merah di air mendidih metode 5 30 7.Saya rebus dengan daun salam dan seledri,Potong2 wortel, kentang, tomat dan daun bawang seledri.,Tumis bumbu halus hingga harum masukkan rebusan kacang merah dan tetelan.Rebus lagi jika kurang empuk. 

Setelah itu masukkan sayur, masak hingga matang, tambah bumbu lainnya, cek rasa, matikan api dan taburi bawang goreng.,Sajikan hangat2 lebih syegeerr😍","[{""Reaksi"":""😋\n 12""},{""Reaksi"":""❤️\n 28""},{""Reaksi"":""👏\n 11""},{""Reaksi"":""❤️\n 2""}]","['kacang', 'merah', 'segar', 'tetelan', 'sapipbeli', 'sdh', 'rebus', 'tomat', 'sayur', 'wortel', 'kentang', 'besardaun', 'bawang', 'seledribumbu', 'bamer', 'baput', 'palabumbu', 'tambah', 'lada', 'garam', 'gulasecukupnya', 'kaldu', 'jamurbawang', 'goreng', 'tabur']"
Soto Kikil kambing,https://img-global.cpcdn.com/recipes/485e799450c38560/680x482cq70/soto-kikil-kambing-foto-resep-utama.jpg,"1/2 kg kikil (kambing),4 siung baput,8 siung bamer,1 ruas jari jahe,1 ruas jari laos,1 ruas kelingking kunir,1 sdt merica,1/4 sdt jinten,1 sdt ketumbar,3 butir kemiri,3 lbr daun jeruk,1 sereh besar yg sudah di geprek,bawang pre (taburan),baput goreng (taburan),garam, gula, dan mas**o","Cuci Kikil lalu rebus dalam panci, ambil kotorannya jangan buang kaldunya,Haluskan semua bumbu (baput, bamer, merica, tumbar, jinten, jahe, laos, kunir, kemiri, daun jeruk) lali tumis hingga harum dan layu serta tanak dan masukkan sereh geprek,Masukkan tumisan bumbu ke dalam panci yang berisi kikil dan kaldunya, tambahkan garam, gula dan masa*o tutup panci hingga blebek blebek,Icip rasa taburkan potongan bawang pre dan baput goreng,Setelah tes rasa soto kikil siap di sajikan","[{""Reaksi"":""❤️\n 5""}]","['kikil', 'kambing', 'baput', 'bamer', 'jahe', 'laos', 'kelingking', 'kunir', 'merica', 'jinten', 'ketumbar', 'butir', 'kemiri', 'jeruk', 'sereh', 'geprekbawang', 'pre', 'taburanbaput', 'goreng', 'taburangaram', 'gula', 'maso']"
Kikil Kambing Cabai Hijau,https://img-global.cpcdn.com/recipes/6f31c2c826c96f1a/680x482cq70/kikil-kambing-cabai-hijau-foto-resep-utama.jpg,"1/2 kg kikil kambing,5 siung bawang merah,5 siung bawang putih,1 sdt merica,1 ruas jari jahe,2 buah tomat (potong dadu),10 buah cabai hijau (potong serong),3 buah cabai merah (potong serong),2 ruas jari lengkuas (digeprek),2 lembar daun salam,4 sdm kecap manis,secukupnya Kaldu bubuk,1/2 gelas air,4 sdm minyak sayur untuk menumis","Rebus kikil kambing sampai empuk dan potong kecil-kecil sesuai selera.,Iris tipis 5 siung bawang merah dan 2 siung bawang putih,Bumbu dihaluskan: 3 siung bawang putih, merica, garam, jahe,Tumis bawang merah dan bawang putih yang sudah diiris. Masukan bumbu halus beri sedikit air.,Masukan cabai hijau, cabai merah, lengkuas dan daun salam. Biarkan sampai cabai agak layu. Masukan kecap.,Selanjutnya masukan kepala kambing dan tomat yg sudah dipotong-potong.,Masukan sisa air, tambahkan kaldu bubuk. Cek rasa. Tunggu sampai kuah agak mengental.,Kikil kambing cabai hijau siap disajikan. Rasanya sedep banget bikin nambah selera makan. 😀🤤","[{""Reaksi"":""❤️\n 1""}]","['kikil', 'kambing', 'bawang', 'merah', 'bawang', 'putih', 'merica', 'jahe', 'tomat', 'cabai', 'hijau', 'serong', 'cabai', 'merah', 'serong', 'lengkuas', 'digeprek', 'salam', 'kecap', 'manissecukupnya', 'kaldu', 'bubuk', 'gelas', 'air', 'minyak', 'sayur', 'tum']"
*OSENG KIKIL TEMPE MERCON*,https://img-global.cpcdn.com/recipes/35382e75a73a0642/680x482cq70/oseng-kikil-tempe-mercon-foto-resep-utama.jpg,"1/2 kg kikil sapi matang,2 potong tempe,15 siung bawang merah,3 siung bawang putih,7 butir kemiri,2 ruas jahe,1/2 sdt ketumbar bubuk,1/2 sdt lada bubuk, ditambah makin mantap,secukupnya Cabe merah,secukupnya Cabe hijau besar,secukupnya Cabe rawit,secukupnya Cabe super pedas,secukupnya Penyedap rasa,secukupnya Garam,secukupnya Kecap manis","Kikil sapi yang sudah empuk rebus sebentar, kemudian tiriskan. Potong-potong kecil.,Tempe dipotong kecil-kecil. Cabe merah dan cabe hijau diiris tipis serong,Siapkan bumbu, bawang merah, bawang putih, cabe rawit, cabe super pedas, ketumbar, kemiri dan jahe dihaluskan. Kemudian tumis sampai harum.,Tambahkan air, lada bubuk dan garam,Masukkan tempe, kikil dan cabe cincang,Tambahkan juga penyedap rasa dan kecap. Aduk sampai bahan dan bumbu tercampur rata.,Masak sampai air kering. Angkat oseng kikil tempe mercon. Hidangkan untuk menemani makan nasi. Pedasnya mantap, siap menghabiskan nasi.","[{""Reaksi"":""😋\n 10""},{""Reaksi"":""❤️\n 18""},{""Reaksi"":""👏\n 8""}]","['kikil', 'sapi', 'matang', 'tempe', 'bawang', 'merah', 'bawang', 'putih', 'butir', 'kemiri', 'jahe', 'ketumbar', 'bubuk', 'lada', 'bubuk', 'tambah', 'mantapsecukupnya', 'cabe', 'merahsecukupnya', 'cabe', 'hijau', 'besarsecukupnya', 'cabe', 'rawitsecukupnya', 'cabe', 'super', 'pedassecukupnya', 'sedap', 'rasasecukupnya', 'garamsecukupnya', 'kecap', 'manis']"
Mie Aceh Resep Asli,https://img-global.cpcdn.com/recipes/c6dfb89c0f54e644/680x482cq70/mie-aceh-resep-asli-foto-resep-utama.jpg,"1/4 kg mie kuning basah,150 gr udang segar bersih, sisihkan kepala,1 siung bawang putih untuk menumis,100 gr kol iris tipis,100 gr toge,Daun bawang secukupnya iris halus,Seledri secukupnya iris halus,1 sdm kecap manis,secukupnya Kecap asin (di aceh pakai cap singa),1 potong kayu manis,2 buah bunga lawang,3 buah cengkeh,4 sdm minyak goreng untuk menumis,Bumbu Halus,4 siung bawang merah,3 siung bawang putih,5 buah cabai rawit merah,2 buah kemiri sangrai,1 1/2 sdm bubuk kari instan,1/2 sdt lada bubuk,2 buah kapulaga, ambil bijinya,1/4 sdt adas manis,1/2 sdt kaldu bubuk non msg,20 gr gula merah,Bahan Acar,2 siung bawang merah,3 buah cabai rawit,1 buah wortel potong dadu kecil,1 buah timun, buang bijinya agar tidak berair. Potong dadu kecil,1/2 sdt gula pasir,Bahan Air Kaldu,Kepala dari 150 gr udang,250 ml air,secukupnya Garam,Pelengkap lainnya,Taburan bawang goreng,Kerupuk emping melinjo (kerupuk muling)","Baluri mie kuning basah dengan kecap asin secukupnya (kira2 1 sdm). Diamkan sebentar sembari membuat bumbu lainnya,Didihkan air, rebus kepala udang dan beri sejumput garam. Lalu tiriskan,Campurkan semua bumbu acar. Diamkan dikulkas,Tumis sebentar bawang merah, bawang putih, cabai rawit dengan api kecil hingga layu dan wangi. Lalu haluskan dengan blender semua bumbu halus. Tambahkan sedikit air kaldu udang,Gunakan minyak tumisan tadi untuk menumis bumbu halus. Masukkan udang, bunga lawang, kayu manis, dsn cengkeh. Tambahkan kecap manis, kaldu bubu, dan sedikit garam.,Masukkan sayur kol dan toge. Lalu tambahkan air rebusan kaldu udang. Masukkan mie jika bumbu sudah matang. Aduk hingga tercampur rata dan tes rasa,Sajikan dengan taburan bawang goreng, acar, dan kerupuk emping melinjo","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 13""},{""Reaksi"":""👏\n 4""},{""Reaksi"":""❤️\n 1""}]","['mie', 'kuning', 'udang', 'segar', 'sisih', 'kepala', 'bawang', 'putih', 'tum', 'kol', 'tipis', 'togedaun', 'bawang', 'halusseledri', 'kecap', 'manissecukupnya', 'kecap', 'asin', 'aceh', 'cap', 'singa', 'kayu', 'manis', 'bunga', 'lawang', 'cengkeh', 'minyak', 'goreng', 'menumisbumbu', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'rawit', 'merah', 'kemiri', 'sangrai', 'bubuk', 'kari', 'lada', 'bubuk', 'kapulaga', 'biji', 'adas', 'manis', 'kaldu', 'bubuk', 'non', 'msg', 'gula', 'merahbahan', 'acar', 'bawang', 'merah', 'cabai', 'rawit', 'wortel', 'timun', 'buang', 'biji', 'air', 'gula', 'pasirbahan', 'air', 'kaldukepala', 'udang', 'airsecukupnya', 'garampelengkap', 'lainnyataburan', 'bawang', 'gorengkerupuk', 'emping', 'melinjo', 'kerupuk', 'muling']"
Sayap Ayam Goreng Bumbu Ingkung (118),https://img-global.cpcdn.com/recipes/3dc9e90283c3dfb0/680x482cq70/sayap-ayam-goreng-bumbu-ingkung-118-foto-resep-utama.jpg,"1/2 kg sayap ayam (bersihkan),250 ml santan kara (untuk ngungkep bumbu),Minyak goreng untuk menumis,Bumbu Dihaluskan :,6 bawang merah,4 bawang putih,2 btr miri,1 ruas jari kunyit,1 ruas jari jahe,1 sdm tumbar,1 sdt gula,secukupnya Gula merah,1/2 ruas jari asem jawa,Kaldu ayam secukupnya (Royco),Bumbu Cemplung :,2 ruas jari lengkuas (geprek),3 lbr daun salam,2 lbr daun purut,2 btg sereh geprek (skip)","🌼 Cuci bersih sayap ayam

🌼 Siapkan bumbu yg mau dihaluskan

🌼 Haluskan bumbu 

🌼 Lumuri sayap ayam dg bumbu halus,🌼 Siapkan wajan, beri minyak secukupnya untuk menumis bumbu 

🌼 Masukkan sayap ayam yg sdh dilumuri bumbu td, tumis dg api 🔥 kecil spy tdk gosong 

🌼 Tambahkan santan kara, masukkan santan dlm ungkepan bumbu ingkung,🌼 Ungkep bumbu slm 30 menit (tutup wajan dg tutup panci ato tutup kaca, biarkan bumbu meresap n ayamnya empuk)

🌼 Sesekali balik sayap ayam nya spy tdk gosong

🌼 Tunggu bbrp menit sampai bumbunta set,🌼 Kemudian goreng ayamnya sebentar saja lalu tiriskan 

🌼 Ayam goreng bumbu ingkung siiaap disajikan.... 😋👌,Ayamnya lbh enak dimakan bareng nasi hangat + kuah ungkepan ayam + lalapan sambel bawang..... (Lihat resep) ato sambel terasi 

heeeemmmmm yummy....

😋👌,Met mencoba bunda.... 😉🙏","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 3""},{""Reaksi"":""👏\n 1""}]","['sayap', 'ayam', 'sih', 'santan', 'kara', 'ngungkep', 'bumbuminyak', 'goreng', 'menumisbumbu', 'halus', 'bawang', 'merah', 'bawang', 'putih', 'btr', 'miri', 'kunyit', 'jahe', 'tumbar', 'gulasecukupnya', 'gula', 'merah', 'asem', 'jawakaldu', 'ayam', 'roycobumbu', 'cemplung', 'lengkuas', 'salam', 'purut', 'btg', 'sereh', 'skip']"
Udang Bakar Jimbaran,https://img-global.cpcdn.com/recipes/5085f0131ab7adbc/680x482cq70/udang-bakar-jimbaran-foto-resep-utama.jpg,"1/2 kg udang besar,1 buah lemon,Lada bubuk,Bahan Halus,8 siung bawang putih,1/2 siung bawang bombay,5 cabai rawit,3 cabai merah,2 sdm saus tiram,1 sdm madu murni,1 sdt perasan lemon,secukupnya Lada,Sedikit garam","Cuci bersih udang, potong belah buka, marinasi sebentar dengan perasan lemon dan lada. Diamkan sebentar lalu bilas,Haluskan bumbu lalu tambahkan saus tiram, madu, lemon, lada dan garam,Panaskan margarin di teflon. Buka udang dan baluri dengan bumbu halus tadi, balik baluri lagi sampai matang dan bumbu meresap,Matang. Sajikan dengan sambal matah biar makin Bali lagi 😍. Enjooyyy ✨,Fav suami bgt","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 7""},{""Reaksi"":""👏\n 3""}]","['udang', 'lemonlada', 'bubukbahan', 'bawang', 'putih', 'bawang', 'bombay', 'cabai', 'rawit', 'cabai', 'merah', 'saus', 'tiram', 'madu', 'murni', 'peras', 'lemonsecukupnya', 'ladasedikit', 'garam']"
Tumis kacang kapri + udang,https://img-global.cpcdn.com/recipes/bdaeec8556bc8a63/680x482cq70/tumis-kacang-kapri-udang-foto-resep-utama.jpg,"1/4 kg udang,1 bungkus kapri,Sosis (bahan sisa di kulkas 😂),Bumbu tumis,3 cabai rawit,3 siung bawang putih,3 siung bawang merah,1 cm lengkuas geprek","Cuci udang dan jangan lupa bersihkan terlebih dahulu dari kotorannya,Siapkan bumbu tumisan, iris tipis tipis,Tumis lengkuas terlebih dahulu hingga aroma harumnya keluar,Tumis bawang merah, putih dan cabai,Tumis udang,Tumis sosis,Beri sedikit air, lalu masukkan sayuran (kacang kapri),Tumis hingga kacang layu dan matang, makanan siap disajikan😁","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 2""},{""Reaksi"":""👏\n 2""}]","['udang', 'kaprisosis', 'sisa', 'kulkas', 'tumis', 'cabai', 'rawit', 'bawang', 'putih', 'bawang', 'merah', 'cm', 'lengkuas']"
"Gulai udang, aman tuk batita",https://img-global.cpcdn.com/recipes/3c07c29a0b4c305b/680x482cq70/gulai-udang-aman-tuk-batita-foto-resep-utama.jpg,"1/2 kg udang,3 tangkai kacang panjang,secukupnya kol,1 santan kara (lebih enak pakai santan asli yg kental, tp lagi ga stok),Bumbu halus,8 bawang merah,3 bawang putih,1 jari kunyit,1 jempol jahe,1 jempol lengkuas,1 sdt ketumbar,Bumbu lainnya,2 kembang lawang,3 kapulaga,1 serai,2 daun jeruk,2 daun salam","Cuci bersih udang. Buang kepala, ekor, kaki dan kotoran di punggungnya,Tumis bumbu halus dan masukan bumbu lain. Tumis hingga wangi & minyak wangi,Masukan udang, tumis hingga berwarna merah. Masukan sayuran. Tumis hingga aga layu,Masukan air, secukupnya. Kemudian masukan santan. Masak hingga matang. Sering diaduk supaya tidak pecah.,Kalau kata chef renatta, beri garam, gula penyedap dan merica diakhir setelah makanan masak dan tidak saat mendidih. Supaya rasanya lebih pas.","[{""Reaksi"":""😋\n 7""},{""Reaksi"":""❤️\n 7""},{""Reaksi"":""👏\n 5""}]","['udang', 'tangkai', 'kacang', 'panjangsecukupnya', 'kol', 'santan', 'kara', 'enak', 'santan', 'asli', 'kental', 'tp', 'ga', 'stokbumbu', 'bawang', 'merah', 'bawang', 'putih', 'kunyit', 'jempol', 'jahe', 'jempol', 'lengkuas', 'ketumbarbumbu', 'kembang', 'lawang', 'kapulaga', 'serai', 'jeruk', 'salam']"
Asem Manis Tumis Kikil,https://img-global.cpcdn.com/recipes/ce1dd451e84c8630/680x482cq70/asem-manis-tumis-kikil-foto-resep-utama.jpg,"1/3 kikil kotak,iris Bumbu,1 buah tomat ukuran sedang,4 siung bawang merah,4 siung bawang putih,3 buah Cabai merah (sesuai selera),8 buah Cabai ijo,1 batang daun bawang,1 siung lengkuas di geprek,Bumbu lainnya:,2 lembar daun salam1 sdt kecap asin,1 sdt gula pasir,1 SDM kaldu jamur,1 sdt lada bubuk,1 sdt kecap (optional),Secukupnya minyak untuk menumis,209 ml air","Rebus kikil kedalam air mendidih. Rebus sampai benar2 empuk kemudian potong2 sesuai selera. Selain itu siapkan bumbu iris,Tumis bumbu iris bawang merah. Bawang putih lengkuas. Dan daun salam. Sampai harum kemudian masukkan c. Merah. Lalu masukkan kikil yang telah di potong beri air kurang lebih 200 ml,Kemudian beri kecap asin. Lada. Gula pasir dan kaldu jamur. Masak sampai air menyusut dan kuah aga mengental,Koreksi rasa. Lalu masukkan c. Ijo. Tomat. Masak sampai c. Ijo aga layu masykkan daun bawang masak sebentar. Matikan api,,Sajikan dalam piring ""Selamat menikmati""","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 3""},{""Reaksi"":""👏\n 2""}]","['kikil', 'kotakiris', 'tomat', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'cabai', 'ijo', 'bawang', 'lengkuas', 'geprekbumbu', 'salam', 'kecap', 'asin', 'gula', 'pasir', 'kaldu', 'jamur', 'lada', 'bubuk', 'kecap', 'optionalsecukupnya', 'minyak', 'tum', 'air']"
Oseng kikil Cabai ijo,https://img-global.cpcdn.com/recipes/6d9afad5bd9fd950/680x482cq70/oseng-kikil-cabai-ijo-foto-resep-utama.jpg,"1/4 kikil,125 gram Cabai ijo kriting,2 buah tahu susu bandung,3 siung bawang putih,5 siung bawang merah,3 buah tomat hijau,4 sdt gula pasir,1 sdm saus tiram,1 sdt garam halus,Penyedap rasa,1/2 gelas air","Iris kikil tipis2,Iris tahu kemudian goreng tiriskan,Siapkan bumbu iris bawang putih, bawang merah, Cabai ijo kriting, tomat hijau.,Panaskan minyak kemudian tumis bawang merah lalu bawang putih hingga kecoklatan. Tambahkan irisan Cabai ijo dan tomat iris.,Masukkan kikil aduk2 sampai tercampur merata, lalu tambahkan garam, gula, saus tiram dan penyedap rasa. Aduk kembali sampai bumbu meresap tambahkan air. Lalu tunggu hingga kikil empuk.,Jika kikil dirasa sudah empuk cek rasa kemudian kikil Cabai ijo siap disajikan","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 1""},{""Reaksi"":""👏\n 2""}]","['kikil', 'cabai', 'ijo', 'kriting', 'susu', 'bandung', 'bawang', 'putih', 'bawang', 'merah', 'tomat', 'hijau', 'gula', 'pasir', 'saus', 'tiram', 'garam', 'haluspenyedap', 'gelas', 'air']"
"Semur ayam, tahu tempe",https://img-global.cpcdn.com/recipes/432af1a5db3dfb1c/680x482cq70/semur-ayam-tahu-tempe-foto-resep-utama.jpg,"1/2 kilo Ayam sayap,1 papan tempe goreng,Tahun 5 biji bersihkan goreng,Bumbu halus :,10 bawang merah,4 bawang putih,1 kemiri,2 ruas kunyit,1 ruas jahe,1 sdt ketumbar,Lada bubuk,Bumbu cempulung,1 batang serai,2 lembar daun salam,3 ruas lengkoas,Air, kecap,,Garam, penyedap, gula","Haluskan bumbu tumis hingga harum masukan air dan kecap,Ayam sebelumnya saya ungkep dan goreng. 

Tahu dan tempe digoreng,Masukan ayam, tahu tempe masukan bahan cempulung, masukan penyedap garam, dan gula,Masak hingga air menyusut sedikit,Tes rasa

Untuk tabuaran : bawang goreng","[{""Reaksi"":""😋\n 5""},{""Reaksi"":""❤️\n 8""},{""Reaksi"":""👏\n 5""}]","['kilo', 'ayam', 'sayap', 'papan', 'tempe', 'gorengtahun', 'biji', 'sih', 'gorengbumbu', 'bawang', 'merah', 'bawang', 'putih', 'kemiri', 'kunyit', 'jahe', 'ketumbarlada', 'bubukbumbu', 'cempulung', 'serai', 'salam', 'lengkoasair', 'kecapgaram', 'sedap', 'gula']"
Sate Kambing,https://img-global.cpcdn.com/recipes/5092590c3897aa25/680x482cq70/sate-kambing-foto-resep-utama.jpg,"1/5 kilo daging kambing potong kecil kecil,Tusuk sate,Bumbu Marinasi,2 sdm saos tomat,2 SDM saus tiram,3 SDM saus teriyaki,3 SDM minyak wijen,2 sdm saus barbeque,Bumbu Kecap,4 siun bawang merah potong tipis,4 SDM kecap manis,3 buah cabe sret potong kecil","Siapkan semua bahan marinasi.Campur semua bahannya hingga rata,Masukkan potongan daging kambing aduk hingga merata.Diamkan selama 3-4 jam.Lalu tusuk pada tusuk sate masing2 isinya 5.,Bakar daging kambingnya diatas teflon bakar sampai berwarna coklat.,Siapkan bumbu kecap.Bakaran sate letakkan di piring.lalu sajikan dengan nasi hangat...hhhmmm yummy","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 2""}]","['kilo', 'daging', 'kambing', 'keciltusuk', 'satebumbu', 'marinasi', 'saos', 'tomat', 'saus', 'tiram', 'saus', 'teriyaki', 'minyak', 'wijen', 'saus', 'barbequebumbu', 'kecap', 'siun', 'bawang', 'merah', 'tipis', 'kecap', 'manis', 'cabe', 'sret']"
Sop Kambing Segar Anti Bau ala paksu,https://img-global.cpcdn.com/recipes/aaa14dccfec02892/680x482cq70/sop-kambing-segar-anti-bau-ala-paksu-foto-resep-utama.jpg,"1/2 kilo daging kambing,1-2 buah wortel,Seikat buncis,Secukupnya kubis,Tomat (optional sayur),2 buah jeruk nipis,5 siung bawang putih,3 siung bawang merah,1 buah pala,2 cm jahe,Lada bubuk,Garam,Gula,3 batang cengkeh,Secukupnya daun seledri,Bubuk kaldu sapi","Siapkan bahan, rebus daging kambing sampai empuk,Ulek halus bawang putih, bawang merah, dan biji pala,Ulek jahe, lalu campur semua bahan dengan ditambahkan lada bubuk,Masukkan semua bahan ulekan ke dalam daging kambing yang direbus, tambahkan cengkeh & bubuk kaldu sapi, aduk hingga merata dan tunggu hingga daging benar2 lebih empuk lagi dan meresap,Potong2 sayuran,Rebus sayuran secara terpisah, siapkan sambal (1 siung bawang putih, Cabai sesuai selera, garam),Sop daging kambing siap disajikan dengan jeruk nipis, kecap, dan ditambahkan tomat ceri sesuai selera. Segarr!","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 6""},{""Reaksi"":""👏\n 1""}]","['kilo', 'daging', 'kambing', 'wortelseikat', 'buncissecukupnya', 'kubistomat', 'sayur', 'jeruk', 'nipis', 'bawang', 'putih', 'bawang', 'merah', 'pala', 'cm', 'jahelada', 'bubukgaramgula', 'cengkehsecukupnya', 'seledribubuk', 'kaldu', 'sapi']"
